2024-03-08 14:59:09,586 INFO    StreamThr :1212 [internal.py:wandb_internal():86] W&B internal server running at pid: 1212, started at: 2024-03-08 14:59:09.586252
2024-03-08 14:59:09,586 DEBUG   HandlerThread:1212 [handler.py:handle_request():146] handle_request: status
2024-03-08 14:59:09,605 INFO    WriterThread:1212 [datastore.py:open_for_write():87] open: C:\Users\paul\Documents\arcformer\wandb\run-20240308_145909-i1381jzg\run-i1381jzg.wandb
2024-03-08 14:59:09,606 DEBUG   SenderThread:1212 [sender.py:send():378] send: header
2024-03-08 14:59:09,636 DEBUG   SenderThread:1212 [sender.py:send():378] send: run
2024-03-08 14:59:09,913 INFO    SenderThread:1212 [dir_watcher.py:__init__():211] watching files in: C:\Users\paul\Documents\arcformer\wandb\run-20240308_145909-i1381jzg\files
2024-03-08 14:59:09,913 INFO    SenderThread:1212 [sender.py:_start_run_threads():1099] run started: i1381jzg with start time 1709938749.586252
2024-03-08 14:59:09,929 DEBUG   HandlerThread:1212 [handler.py:handle_request():146] handle_request: check_version
2024-03-08 14:59:09,929 DEBUG   SenderThread:1212 [sender.py:send_request():405] send_request: check_version
2024-03-08 14:59:10,070 DEBUG   HandlerThread:1212 [handler.py:handle_request():146] handle_request: run_start
2024-03-08 14:59:10,085 DEBUG   HandlerThread:1212 [system_info.py:__init__():26] System info init
2024-03-08 14:59:10,085 DEBUG   HandlerThread:1212 [system_info.py:__init__():41] System info init done
2024-03-08 14:59:10,085 INFO    HandlerThread:1212 [system_monitor.py:start():194] Starting system monitor
2024-03-08 14:59:10,085 INFO    SystemMonitor:1212 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-08 14:59:10,085 INFO    HandlerThread:1212 [system_monitor.py:probe():214] Collecting system info
2024-03-08 14:59:10,085 INFO    SystemMonitor:1212 [interfaces.py:start():190] Started cpu monitoring
2024-03-08 14:59:10,085 INFO    SystemMonitor:1212 [interfaces.py:start():190] Started disk monitoring
2024-03-08 14:59:10,085 INFO    SystemMonitor:1212 [interfaces.py:start():190] Started gpu monitoring
2024-03-08 14:59:10,103 INFO    SystemMonitor:1212 [interfaces.py:start():190] Started memory monitoring
2024-03-08 14:59:10,115 INFO    SystemMonitor:1212 [interfaces.py:start():190] Started network monitoring
2024-03-08 14:59:10,116 DEBUG   HandlerThread:1212 [system_info.py:probe():150] Probing system
2024-03-08 14:59:10,116 DEBUG   HandlerThread:1212 [system_info.py:_probe_git():135] Probing git
2024-03-08 14:59:10,180 DEBUG   HandlerThread:1212 [system_info.py:_probe_git():143] Probing git done
2024-03-08 14:59:10,180 DEBUG   HandlerThread:1212 [system_info.py:probe():198] Probing system done
2024-03-08 14:59:10,180 DEBUG   HandlerThread:1212 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.11.0', 'heartbeatAt': '2024-03-08T22:59:10.116754', 'startedAt': '2024-03-08T22:59:09.586252', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'C:\\Users\\paul\\Documents\\arcformer\\training\\train.py', 'codePathLocal': 'training\\train.py', 'codePath': 'training\\train.py', 'git': {'remote': 'https://github.com/paulgowdy77/arcformer.git', 'commit': '6f11cc1f0d70ccd3b5e11b45bf146b00714ca809'}, 'email': 'paulgamble100@gmail.com', 'root': 'C:/Users/paul/Documents/arcformer', 'host': 'DESKTOP-1G9MOTR', 'username': 'paul', 'executable': 'C:\\Users\\paul\\AppData\\Local\\Programs\\Python\\Python311\\python.exe', 'cpu_count': 10, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2808.0, 'min': 0.0, 'max': 2808.0}, 'cpu_freq_per_core': [{'current': 2808.0, 'min': 0.0, 'max': 2808.0}], 'disk': {'/': {'total': 930.4526634216309, 'used': 838.7230377197266}}, 'gpu': 'NVIDIA GeForce GTX 1080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1080', 'memory_total': 8589934592}], 'memory': {'total': 31.922500610351562}}
2024-03-08 14:59:10,180 INFO    HandlerThread:1212 [system_monitor.py:probe():224] Finished collecting system info
2024-03-08 14:59:10,180 INFO    HandlerThread:1212 [system_monitor.py:probe():227] Publishing system info
2024-03-08 14:59:10,182 INFO    HandlerThread:1212 [system_monitor.py:probe():229] Finished publishing system info
